Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS9A_Ammonium_Int_2013_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.23893373,115.751411901,GMT +8,mAHD,CS9A,Kwinana Bulk Jetty (KBJ),Integrated,Water Column,Water Surface,16.5,NaN,,var00025,Water Quality (Nutrient),10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382366.999965488,6432396.00004798,16.8257,-16.8257
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS9S_Ammonium_Int_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.209850521,115.759565504,GMT +8,mAHD,CS9S,Kwinana Bulk Terminal (KBB2),Integrated,Water Column,Water Surface,13,NaN,,var00025,Water Quality (Nutrient),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383098.000031679,6435628.99999166,12.4997,-12.4997
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CSNC_Ammonium_Int_1999_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.262401413,115.71417802,GMT +8,mAHD,CSNC,Unknown Sites,Integrated,Water Column,Water Surface,18,NaN,,var00025,Water Quality (Nutrient),11424.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378889.999982075,6429753.00000032,18.1561,-18.1561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CSSC_Ammonium_Int_1999_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.262401413,115.71417802,GMT +8,mAHD,CSSC,Unknown Sites,Integrated,Water Column,Water Surface,18,NaN,,var00025,Water Quality (Nutrient),10710.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378889.999982075,6429753.00000032,18.1561,-18.1561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G1_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.229518181,115.697969306,GMT +8,mAHD,G1,Changed position from 2004/05 now G1 above,Integrated,Water Column,Water Surface,15,NaN,,var00025,Water Quality (Nutrient),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,377318.999964339,6433379.99995429,12.0351,-12.0351
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G2_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.198595247,115.684830758,GMT +8,mAHD,G2,Garden Island central HMAS Stirling,Integrated,Water Column,Water Surface,10.2,NaN,,var00025,Water Quality (Nutrient),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,376039.000031142,6436793.00004194,6.1499,-6.1499
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G3_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.157758192,115.682119854,GMT +8,mAHD,G3,Garden Island north HMAS Stirling,Integrated,Water Column,Water Surface,13.1,NaN,,var00025,Water Quality (Nutrient),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,375727.999978656,6441316.99996305,9.9554,-9.9554
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_MB_Ammonium_Int_2010_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.275049132,115.705452395,GMT +8,mAHD,MB,Mangles Bay shallow near shore,Integrated,Water Column,Water Surface,1.3,NaN,,var00025,Water Quality (Nutrient),10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378084.999991409,6428340.99997165,1.4192,-1.4192
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_NC_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.139401203,115.65297448,GMT +8,mAHD,NC,North Control removed 1/12/2002,Integrated,Water Column,Water Surface,8.3,NaN,,var00025,Water Quality (Nutrient),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,372953.999958209,6443317.99996821,8.9561,-8.9561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_NH3_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.140023962,115.762557981,GMT +8,mAHD,NH3,Northern Harbour Jervoise Bay,Integrated,Water Column,Water Surface,9.9,NaN,,var00025,Water Quality (Nutrient),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383290.999969978,6443373.00001348,5.9675,-5.9675
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_SC_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.254164605,115.684284924,GMT +8,mAHD,SC,South Control removed 1/12/2008,Integrated,Water Column,Water Surface,7.7,NaN,,var00025,Water Quality (Nutrient),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,376062.999958503,6430632.00003339,7.9017,-7.9017
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_SF_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.248231528,115.712530827,GMT +8,mAHD,SF,Southern Flats shallow,Integrated,Water Column,Water Surface,3.5,NaN,,var00025,Water Quality (Nutrient),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378716.000003724,6431322.00004971,3.2126,-3.2126
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_WS4_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.336946025,115.722166715,GMT +8,mAHD,WS4,Warnbro Sound central basin,Integrated,Water Column,Water Surface,17.3,NaN,,var00025,Water Quality (Nutrient),9990.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,379740.999998118,6421497.99996643,17.2342,-17.2342
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_WSSB_Ammonium_Int_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.308837615,115.708785228,GMT +8,mAHD,WSSB,Warnbro Sound Safety Bay shallow,Integrated,Water Column,Water Surface,2.4,NaN,,var00025,Water Quality (Nutrient),9990.0000,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,378444.000014753,6424599.00005108,2.9904,-2.9904
