Date,time,Station,K_490,Max_Depth,R_sq,Secchi Depth (m),Count,Light Attenuation Coefficient (m-1),Count,Turbidity (NTU),Count,Chlorophyll-a (µg/l),Count,Total Suspended Solids (mg/L),Count,Particulate Organic Carbon (mg/L),Count,Total Suspended Solids (mg/L),Count
25-Mar-2022,12:00:00,6147031,0.2186,17.4360,0.9574,NaN,NaN,NaN,NaN,19.2295,1336.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
17-Jan-2022,12:00:00,6147031,0.1553,17.4415,0.9556,NaN,NaN,NaN,NaN,24.8292,1408.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
01-Mar-2022,12:00:00,6147031,0.1445,17.4835,0.9511,NaN,NaN,NaN,NaN,6.8332,1374.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
02-Feb-2022,12:00:00,6147031,0.1335,17.4350,0.9498,6.6667,3.0000,0.0553,3.0000,26.5631,1492.0000,0.9000,3.0000,1.9000,2.0000,0.1400,1.0000,1.9000,2.0000,
14-Feb-2022,12:00:00,6147031,0.1241,17.4660,0.9498,NaN,NaN,NaN,NaN,1.8325,1426.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
04-Apr-2022,12:00:00,6147031,0.1697,17.4440,0.9476,NaN,NaN,NaN,NaN,27.8098,1389.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
17-Feb-2022,12:00:00,6147031,0.1242,17.4510,0.9476,NaN,NaN,NaN,NaN,2.5892,1383.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18-Feb-2022,12:00:00,6147031,0.1142,17.4540,0.9438,NaN,NaN,NaN,NaN,2.8112,1389.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
07-Mar-2022,12:00:00,6147031,0.1460,17.4840,0.9431,7.6800,5.0000,0.0994,7.0000,3.5064,2366.0000,1.0857,7.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
01-Apr-2022,12:00:00,6147031,0.2487,17.4495,0.9420,NaN,NaN,NaN,NaN,4.6024,1393.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
12-Apr-2022,12:00:00,6147031,0.2066,17.4595,0.9407,NaN,NaN,NaN,NaN,17.8150,1379.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
10-Mar-2022,12:00:00,6147031,0.1566,17.4710,0.9362,NaN,NaN,NaN,NaN,8.3619,1385.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
28-Mar-2022,12:00:00,6147031,0.3390,17.4415,0.9336,NaN,NaN,NaN,NaN,5.2568,749.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
06-Mar-2022,12:00:00,6147031,0.1772,17.4495,0.9317,7.4333,3.0000,0.1057,3.0000,4.3453,2066.0000,0.9333,3.0000,2.2000,2.0000,0.2200,1.0000,2.2000,2.0000,
29-Mar-2022,12:00:00,6147031,0.1160,17.4340,0.9250,NaN,NaN,NaN,NaN,5.0664,1387.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
23-Feb-2022,12:00:00,6147031,0.1265,17.4535,0.9240,NaN,NaN,NaN,NaN,4.0513,1376.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
16-Feb-2022,12:00:00,6147031,0.1042,17.4595,0.9039,NaN,NaN,NaN,NaN,2.4134,1382.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Jan-2022,12:00:00,6147034,0.2422,13.4775,0.9970,NaN,NaN,NaN,NaN,20.2549,1416.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
04-Apr-2022,12:00:00,6147034,0.1028,14.4670,0.9928,NaN,NaN,NaN,NaN,27.8098,1389.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
14-Jan-2022,12:00:00,6147034,0.2371,13.4750,0.9901,NaN,NaN,NaN,NaN,18.9204,1418.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
08-Feb-2022,12:00:00,6147034,0.1452,14.4530,0.9857,NaN,NaN,NaN,NaN,1.4708,1410.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
31-Mar-2022,12:00:00,6147034,0.1633,14.4525,0.9845,NaN,NaN,NaN,NaN,4.0523,1392.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29-Mar-2022,12:00:00,6147034,0.1196,14.4800,0.9831,NaN,NaN,NaN,NaN,5.0664,1387.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
03-Apr-2022,12:00:00,6147034,0.0883,14.4750,0.9830,NaN,NaN,NaN,NaN,21.5896,1392.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
02-Apr-2022,12:00:00,6147034,0.1518,14.4720,0.9828,NaN,NaN,NaN,NaN,6.2802,1392.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18-Mar-2022,12:00:00,6147034,0.0980,14.4680,0.9798,NaN,NaN,NaN,NaN,3.7209,1384.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
09-Mar-2022,12:00:00,6147034,0.2336,14.4690,0.9790,NaN,NaN,NaN,NaN,11.2851,1378.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
24-Apr-2022,12:00:00,6147034,0.3005,14.5130,0.9775,NaN,NaN,NaN,NaN,27.7123,629.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
13-Feb-2022,12:00:00,6147034,0.1856,14.4720,0.9774,NaN,NaN,NaN,NaN,1.6166,1423.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Feb-2022,12:00:00,6147034,0.1400,14.4625,0.9764,NaN,NaN,NaN,NaN,2.1298,1405.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
10-Feb-2022,12:00:00,6147034,0.1403,14.4655,0.9754,NaN,NaN,NaN,NaN,1.3619,1417.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
07-Apr-2022,12:00:00,6147034,0.2365,14.4395,0.9754,7.0000,1.0000,0.1116,3.0000,9.4304,1674.0000,1.1333,3.0000,1.5000,2.0000,0.1900,1.0000,1.5000,2.0000,
23-Mar-2022,12:00:00,6147034,0.2077,14.4635,0.9720,NaN,NaN,NaN,NaN,8.5320,1366.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
06-Apr-2022,12:00:00,6147034,0.2713,14.4640,0.9709,6.6750,4.0000,0.1154,6.0000,8.2846,2008.0000,1.6000,6.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
25-Apr-2022,12:00:00,6147034,0.2453,14.4610,0.9705,NaN,NaN,NaN,NaN,37.4230,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
02-Mar-2022,12:00:00,6147034,0.4211,13.4260,0.9696,NaN,NaN,NaN,NaN,7.3912,1367.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
12-Feb-2022,12:00:00,6147034,0.1402,13.4485,0.9653,NaN,NaN,NaN,NaN,1.4095,1422.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
08-Jan-2022,12:00:00,6147034,0.1219,13.4650,0.9584,NaN,NaN,NaN,NaN,26.0410,1407.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
17-Jan-2022,12:00:00,6147034,0.1474,13.4315,0.9546,NaN,NaN,NaN,NaN,24.8292,1408.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29-Apr-2022,12:00:00,6147034,0.2734,14.4730,0.9515,NaN,NaN,NaN,NaN,29.1346,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
13-Mar-2022,12:00:00,6147034,0.1681,14.4700,0.9446,NaN,NaN,NaN,NaN,7.3717,1387.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18-Jan-2022,12:00:00,6147034,0.1447,13.5000,0.9437,NaN,NaN,NaN,NaN,13.0962,1413.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
22-Feb-2022,12:00:00,6147034,0.1794,14.4330,0.9437,NaN,NaN,NaN,NaN,4.0020,1386.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
22-Mar-2022,12:00:00,6147034,0.2511,14.4575,0.9410,NaN,NaN,NaN,NaN,6.2296,1363.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
16-Mar-2022,12:00:00,6147034,0.1612,14.4635,0.9406,NaN,NaN,NaN,NaN,6.1732,1383.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Apr-2022,12:00:00,6147034,0.2815,14.4700,0.9374,NaN,NaN,NaN,NaN,20.6944,1379.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
27-Feb-2022,12:00:00,6147034,0.2376,14.4405,0.9363,NaN,NaN,NaN,NaN,5.5658,1371.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
01-Mar-2022,12:00:00,6147034,0.2461,14.4235,0.9359,NaN,NaN,NaN,NaN,6.8332,1374.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
28-Apr-2022,12:00:00,6147034,0.2994,14.4640,0.9344,NaN,NaN,NaN,NaN,40.9359,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
26-Apr-2022,12:00:00,6147034,0.1587,14.4530,0.9301,NaN,NaN,NaN,NaN,43.4770,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
01-Jan-2022,12:00:00,6147034,0.1233,14.4910,0.9292,NaN,NaN,NaN,NaN,45.5720,1309.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
11-Feb-2022,12:00:00,6147034,0.1410,14.4485,0.9284,NaN,NaN,NaN,NaN,1.3196,1421.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
