Date,time,Station,K_490,Max_Depth,R_sq,Secchi Depth (m),Count,Light Attenuation Coefficient (m-1),Count,Turbidity (NTU),Count,Chlorophyll-a (µg/l),Count,Total Suspended Solids (mg/L),Count,Particulate Organic Carbon (mg/L),Count,Total Suspended Solids (mg/L),Count
01-Mar-2022,12:00:00,6147031,0.1445,17.4835,0.9511,7.6800,5.0000,0.0994,7.0000,5.3250,10344.0000,1.0857,7.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
02-Feb-2022,12:00:00,6147031,0.1335,17.4350,0.9498,5.8000,5.0000,0.0889,7.0000,9.1325,9142.0000,0.8571,7.0000,1.8500,4.0000,0.1700,2.0000,1.8500,4.0000,
14-Feb-2022,12:00:00,6147031,0.1241,17.4660,0.9498,NaN,NaN,NaN,NaN,2.1087,9834.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
04-Apr-2022,12:00:00,6147031,0.1697,17.4440,0.9476,6.2000,5.0000,0.1166,7.0000,11.7173,10637.0000,1.5714,7.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
17-Feb-2022,12:00:00,6147031,0.1242,17.4510,0.9476,NaN,NaN,NaN,NaN,2.6657,9790.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18-Feb-2022,12:00:00,6147031,0.1142,17.4540,0.9438,NaN,NaN,NaN,NaN,2.8079,9769.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
07-Mar-2022,12:00:00,6147031,0.1460,17.4840,0.9431,7.6800,5.0000,0.0994,7.0000,7.0334,10378.0000,1.0857,7.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
01-Apr-2022,12:00:00,6147031,0.2487,17.4495,0.9420,6.2000,5.0000,0.1166,7.0000,9.9656,9302.0000,1.5714,7.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
12-Apr-2022,12:00:00,6147031,0.2066,17.4595,0.9407,6.2000,5.0000,0.1166,7.0000,17.9742,10588.0000,1.5714,7.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
10-Mar-2022,12:00:00,6147031,0.1566,17.4710,0.9362,7.6800,5.0000,0.0994,7.0000,6.8235,10400.0000,1.0857,7.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
28-Mar-2022,12:00:00,6147031,0.3390,17.4415,0.9336,NaN,NaN,NaN,NaN,10.5394,8308.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
06-Mar-2022,12:00:00,6147031,0.1772,17.4495,0.9317,7.6800,5.0000,0.0994,7.0000,6.9987,10372.0000,1.0857,7.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
29-Mar-2022,12:00:00,6147031,0.1160,17.4340,0.9250,NaN,NaN,NaN,NaN,11.7296,8320.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
23-Feb-2022,12:00:00,6147031,0.1265,17.4535,0.9240,NaN,NaN,NaN,NaN,4.2453,9662.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
16-Feb-2022,12:00:00,6147031,0.1042,17.4595,0.9039,NaN,NaN,NaN,NaN,2.4678,9811.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Jan-2022,12:00:00,6147034,0.2422,13.4775,0.9970,NaN,NaN,NaN,NaN,17.1471,9907.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
04-Apr-2022,12:00:00,6147034,0.1028,14.4670,0.9928,6.6750,4.0000,0.1154,6.0000,12.0726,10303.0000,1.6000,6.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
14-Jan-2022,12:00:00,6147034,0.2371,13.4750,0.9901,NaN,NaN,NaN,NaN,18.1059,9891.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
08-Feb-2022,12:00:00,6147034,0.1452,14.4530,0.9857,6.6667,3.0000,0.0553,3.0000,5.1866,9983.0000,0.9000,3.0000,1.9000,2.0000,0.1400,1.0000,1.9000,2.0000,
31-Mar-2022,12:00:00,6147034,0.1633,14.4525,0.9845,6.6750,4.0000,0.1154,6.0000,11.4451,8962.0000,1.6000,6.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
29-Mar-2022,12:00:00,6147034,0.1196,14.4800,0.9831,NaN,NaN,NaN,NaN,11.7296,8320.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
03-Apr-2022,12:00:00,6147034,0.0883,14.4750,0.9830,6.6750,4.0000,0.1154,6.0000,10.9837,9700.0000,1.6000,6.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
02-Apr-2022,12:00:00,6147034,0.1518,14.4720,0.9828,6.6750,4.0000,0.1154,6.0000,10.6493,9010.0000,1.6000,6.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
18-Mar-2022,12:00:00,6147034,0.0980,14.4680,0.9798,NaN,NaN,NaN,NaN,7.3356,9653.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
09-Mar-2022,12:00:00,6147034,0.2336,14.4690,0.9790,7.9000,4.0000,0.0966,6.0000,6.7496,10293.0000,0.9667,6.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
24-Apr-2022,12:00:00,6147034,0.3005,14.5130,0.9775,NaN,NaN,NaN,NaN,31.9425,7097.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
13-Feb-2022,12:00:00,6147034,0.1856,14.4720,0.9774,NaN,NaN,NaN,NaN,1.9013,9850.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Feb-2022,12:00:00,6147034,0.1400,14.4625,0.9764,NaN,NaN,NaN,NaN,2.2994,9824.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
10-Feb-2022,12:00:00,6147034,0.1403,14.4655,0.9754,NaN,NaN,NaN,NaN,1.5681,9873.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
07-Apr-2022,12:00:00,6147034,0.2365,14.4395,0.9754,6.6750,4.0000,0.1154,6.0000,14.5918,10290.0000,1.6000,6.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
23-Mar-2022,12:00:00,6147034,0.2077,14.4635,0.9720,NaN,NaN,NaN,NaN,7.8016,8278.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
06-Apr-2022,12:00:00,6147034,0.2713,14.4640,0.9709,6.6750,4.0000,0.1154,6.0000,13.7857,10295.0000,1.6000,6.0000,1.6500,4.0000,0.1950,2.0000,1.6500,4.0000,
25-Apr-2022,12:00:00,6147034,0.2453,14.4610,0.9705,3.5000,1.0000,0.1473,1.0000,28.9782,7285.0000,1.6500,2.0000,2.2000,2.0000,0.2500,1.0000,2.2000,2.0000,
02-Mar-2022,12:00:00,6147034,0.4211,13.4260,0.9696,7.9000,4.0000,0.0966,6.0000,5.9941,10244.0000,0.9667,6.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
12-Feb-2022,12:00:00,6147034,0.1402,13.4485,0.9653,NaN,NaN,NaN,NaN,1.7713,9872.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
08-Jan-2022,12:00:00,6147034,0.1219,13.4650,0.9584,8.3750,4.0000,0.0783,6.0000,25.1174,10265.0000,1.5000,6.0000,2.3500,4.0000,0.4350,2.0000,2.3500,4.0000,
17-Jan-2022,12:00:00,6147034,0.1474,13.4315,0.9546,NaN,NaN,NaN,NaN,16.1342,9602.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29-Apr-2022,12:00:00,6147034,0.2734,14.4730,0.9515,3.7750,4.0000,0.1376,6.0000,17.3059,6877.0000,1.8500,6.0000,3.1000,4.0000,0.3100,2.0000,3.1000,4.0000,
13-Mar-2022,12:00:00,6147034,0.1681,14.4700,0.9446,7.9000,4.0000,0.0966,6.0000,6.0406,10577.0000,0.9667,6.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
18-Jan-2022,12:00:00,6147034,0.1447,13.5000,0.9437,NaN,NaN,NaN,NaN,16.4548,9339.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
22-Feb-2022,12:00:00,6147034,0.1794,14.4330,0.9437,NaN,NaN,NaN,NaN,3.7935,9668.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
22-Mar-2022,12:00:00,6147034,0.2511,14.4575,0.9410,NaN,NaN,NaN,NaN,7.7581,8274.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
16-Mar-2022,12:00:00,6147034,0.1612,14.4635,0.9406,NaN,NaN,NaN,NaN,5.9836,9667.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Apr-2022,12:00:00,6147034,0.2815,14.4700,0.9374,NaN,NaN,NaN,NaN,25.3028,9611.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
27-Feb-2022,12:00:00,6147034,0.2376,14.4405,0.9363,NaN,NaN,NaN,NaN,5.6222,9370.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
01-Mar-2022,12:00:00,6147034,0.2461,14.4235,0.9359,7.9000,4.0000,0.0966,6.0000,5.3709,10247.0000,0.9667,6.0000,2.1000,4.0000,0.3000,2.0000,2.1000,4.0000,
28-Apr-2022,12:00:00,6147034,0.2994,14.4640,0.9344,3.7750,4.0000,0.1376,6.0000,20.2889,7159.0000,1.8500,6.0000,3.1000,4.0000,0.3100,2.0000,3.1000,4.0000,
26-Apr-2022,12:00:00,6147034,0.1587,14.4530,0.9301,3.5000,1.0000,0.1464,3.0000,25.7676,7455.0000,1.5667,3.0000,2.2000,2.0000,0.2500,1.0000,2.2000,2.0000,
01-Jan-2022,12:00:00,6147034,0.1233,14.4910,0.9292,8.3750,4.0000,0.0783,6.0000,36.7209,10215.0000,1.5000,6.0000,2.3500,4.0000,0.4350,2.0000,2.3500,4.0000,
11-Feb-2022,12:00:00,6147034,0.1410,14.4485,0.9284,NaN,NaN,NaN,NaN,1.6549,9891.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
