Date,time,Station,K_490,Max_Depth,R_sq,Secchi Depth (m),Count,Light Attenuation Coefficient (m-1),Count,Turbidity (NTU),Count,Chlorophyll-a (µg/l),Count,Total Suspended Solids (mg/L),Count,Particulate Organic Carbon (mg/L),Count,Total Suspended Solids (mg/L),Count
07-Mar-2022,12:00:00,6147031,0.1460,17.4840,0.9431,7.5000,1.0000,0.1004,1.0000,3.4325,1100.0000,0.9000,1.0000,NaN,NaN,NaN,NaN,NaN,NaN,
01-Apr-2022,12:00:00,6147031,0.2487,17.4495,0.9420,NaN,NaN,NaN,NaN,5.9070,769.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
12-Apr-2022,12:00:00,6147031,0.2066,17.4595,0.9407,NaN,NaN,NaN,NaN,25.0590,768.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
10-Mar-2022,12:00:00,6147031,0.1566,17.4710,0.9362,NaN,NaN,NaN,NaN,8.4662,768.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
28-Mar-2022,12:00:00,6147031,0.3390,17.4415,0.9336,NaN,NaN,NaN,NaN,7.4501,416.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
06-Mar-2022,12:00:00,6147031,0.1772,17.4495,0.9317,7.5000,1.0000,0.1004,1.0000,4.8663,1099.0000,0.9000,1.0000,NaN,NaN,NaN,NaN,NaN,NaN,
29-Mar-2022,12:00:00,6147031,0.1160,17.4340,0.9250,NaN,NaN,NaN,NaN,6.6649,769.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
23-Feb-2022,12:00:00,6147031,0.1265,17.4535,0.9240,NaN,NaN,NaN,NaN,4.5415,768.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
16-Feb-2022,12:00:00,6147031,0.1042,17.4595,0.9039,NaN,NaN,NaN,NaN,1.9165,768.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Jan-2022,12:00:00,6147034,0.2422,13.4775,0.9970,NaN,NaN,NaN,NaN,41.5161,599.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
04-Apr-2022,12:00:00,6147034,0.1028,14.4670,0.9928,NaN,NaN,NaN,NaN,37.1861,621.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
14-Jan-2022,12:00:00,6147034,0.2371,13.4750,0.9901,NaN,NaN,NaN,NaN,39.5709,601.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
08-Feb-2022,12:00:00,6147034,0.1452,14.4530,0.9857,NaN,NaN,NaN,NaN,1.3707,593.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
31-Mar-2022,12:00:00,6147034,0.1633,14.4525,0.9845,NaN,NaN,NaN,NaN,2.5204,623.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29-Mar-2022,12:00:00,6147034,0.1196,14.4800,0.9831,NaN,NaN,NaN,NaN,3.0773,618.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
03-Apr-2022,12:00:00,6147034,0.0883,14.4750,0.9830,NaN,NaN,NaN,NaN,25.5830,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
02-Apr-2022,12:00:00,6147034,0.1518,14.4720,0.9828,NaN,NaN,NaN,NaN,3.7183,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18-Mar-2022,12:00:00,6147034,0.0980,14.4680,0.9798,NaN,NaN,NaN,NaN,3.6251,616.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
09-Mar-2022,12:00:00,6147034,0.2336,14.4690,0.9790,NaN,NaN,NaN,NaN,16.3246,610.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
24-Apr-2022,12:00:00,6147034,0.3005,14.5130,0.9775,NaN,NaN,NaN,NaN,27.3085,621.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
13-Feb-2022,12:00:00,6147034,0.1856,14.4720,0.9774,NaN,NaN,NaN,NaN,0.9891,606.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Feb-2022,12:00:00,6147034,0.1400,14.4625,0.9764,NaN,NaN,NaN,NaN,2.5960,612.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
10-Feb-2022,12:00:00,6147034,0.1403,14.4655,0.9754,NaN,NaN,NaN,NaN,1.1964,600.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
07-Apr-2022,12:00:00,6147034,0.2365,14.4395,0.9754,NaN,NaN,NaN,NaN,3.3536,622.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
23-Mar-2022,12:00:00,6147034,0.2077,14.4635,0.9720,NaN,NaN,NaN,NaN,7.5908,598.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
06-Apr-2022,12:00:00,6147034,0.2713,14.4640,0.9709,6.9000,1.0000,0.1074,1.0000,3.1814,709.0000,1.8000,1.0000,1.8000,2.0000,0.2000,1.0000,1.8000,2.0000,
25-Apr-2022,12:00:00,6147034,0.2453,14.4610,0.9705,NaN,NaN,NaN,NaN,37.4230,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
02-Mar-2022,12:00:00,6147034,0.4211,13.4260,0.9696,NaN,NaN,NaN,NaN,4.8192,599.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
12-Feb-2022,12:00:00,6147034,0.1402,13.4485,0.9653,NaN,NaN,NaN,NaN,0.6800,605.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
08-Jan-2022,12:00:00,6147034,0.1219,13.4650,0.9584,NaN,NaN,NaN,NaN,19.0163,606.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
17-Jan-2022,12:00:00,6147034,0.1474,13.4315,0.9546,NaN,NaN,NaN,NaN,38.1750,595.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29-Apr-2022,12:00:00,6147034,0.2734,14.4730,0.9515,NaN,NaN,NaN,NaN,29.7593,609.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
13-Mar-2022,12:00:00,6147034,0.1681,14.4700,0.9446,NaN,NaN,NaN,NaN,10.8782,619.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18-Jan-2022,12:00:00,6147034,0.1447,13.5000,0.9437,NaN,NaN,NaN,NaN,24.0385,596.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
22-Feb-2022,12:00:00,6147034,0.1794,14.4330,0.9437,NaN,NaN,NaN,NaN,4.8416,618.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
22-Mar-2022,12:00:00,6147034,0.2511,14.4575,0.9410,NaN,NaN,NaN,NaN,5.4984,595.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
16-Mar-2022,12:00:00,6147034,0.1612,14.4635,0.9406,NaN,NaN,NaN,NaN,4.3455,614.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15-Apr-2022,12:00:00,6147034,0.2815,14.4700,0.9374,NaN,NaN,NaN,NaN,5.9488,611.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
27-Feb-2022,12:00:00,6147034,0.2376,14.4405,0.9363,NaN,NaN,NaN,NaN,5.9349,603.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
01-Mar-2022,12:00:00,6147034,0.2461,14.4235,0.9359,NaN,NaN,NaN,NaN,5.7200,606.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
28-Apr-2022,12:00:00,6147034,0.2994,14.4640,0.9344,NaN,NaN,NaN,NaN,40.9359,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
26-Apr-2022,12:00:00,6147034,0.1587,14.4530,0.9301,NaN,NaN,NaN,NaN,43.4770,624.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
01-Jan-2022,12:00:00,6147034,0.1233,14.4910,0.9292,NaN,NaN,NaN,NaN,34.9146,494.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
11-Feb-2022,12:00:00,6147034,0.1410,14.4485,0.9284,NaN,NaN,NaN,NaN,1.0650,604.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
