Date,Depth,Bottom Depth (m),QC,Cloud Cover (%),QC,Conductivity (\muS/cm),QC,O2 Saturation (%),QC,Oxygen (mg/L),QC,pH (),QC,Salinity (psu),QC,Secchi depth (m),QC,Temperature (^{\circ}C),QC,Turbidity (NTU),QC,Wind Direction ((ø)),QC,Wind Speed (m/s),QC
25-01-2010 09:34:13,-0.50,    ,,    ,,18210.0000,Good,67.0000,Good,4.9200,Good,7.4200,Good,10.7200,Good,    ,,28.2000,Good,    ,,    ,,    ,
25-01-2010 09:35:02,-1.00,    ,,    ,,18450.0000,Good,61.8000,Good,4.5300,Good,7.4000,Good,10.8700,Good,    ,,28.2500,Good,    ,,    ,,    ,
25-01-2010 09:35:44,-1.50,    ,,    ,,18930.0000,Good,54.6000,Good,4.0000,Good,7.3800,Good,11.1800,Good,    ,,28.3200,Good,    ,,    ,,    ,
25-01-2010 09:36:09,-1.99,    ,,    ,,21300.0000,Good,41.7000,Good,2.9900,Good,7.3100,Good,12.7100,Good,    ,,28.8700,Good,    ,,    ,,    ,
25-01-2010 09:36:46,-2.52,    ,,    ,,22630.0000,Good,26.1000,Good,1.8600,Good,7.2300,Good,13.5700,Good,    ,,29.0800,Good,    ,,    ,,    ,
01-02-2010 09:46:00,0.00,-2.1000,Good,2.0000,Good,    ,,    ,,    ,,    ,,    ,,2.0000,Good,    ,,    ,,135.0000,Good,0.5100,Good
01-02-2010 09:46:46,-0.19,    ,,    ,,18780.0000,Good,49.2000,Good,3.6400,Good,7.2900,Good,11.0900,Good,    ,,27.7600,Good,    ,,    ,,    ,
01-02-2010 09:47:12,-0.49,    ,,    ,,18830.0000,Good,46.8000,Good,3.4700,Good,7.2800,Good,11.1300,Good,    ,,27.4700,Good,    ,,    ,,    ,
01-02-2010 09:47:58,-0.99,    ,,    ,,18860.0000,Good,44.1000,Good,3.2800,Good,7.2700,Good,11.1500,Good,    ,,27.4500,Good,    ,,    ,,    ,
01-02-2010 09:48:32,-1.49,    ,,    ,,19390.0000,Good,43.3000,Good,3.2100,Good,7.2500,Good,11.4900,Good,    ,,27.5100,Good,    ,,    ,,    ,
01-02-2010 09:49:34,-1.90,    ,,    ,,20540.0000,Good,34.5000,Good,2.5300,Good,7.2100,Good,12.2300,Good,    ,,27.6700,Good,    ,,    ,,    ,
08-02-2010 09:48:27,-0.25,    ,,    ,,19090.0000,Good,112.5000,Good,8.5000,Good,7.7400,Good,11.3100,Good,    ,,26.3900,Good,    ,,    ,,    ,
08-02-2010 09:49:00,0.00,-2.9000,Good,35.0000,Good,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,135.0000,Good,2.0400,Good
08-02-2010 09:49:32,-0.52,    ,,    ,,19350.0000,Good,114.1000,Good,8.6600,Good,7.7500,Good,11.4800,Good,    ,,26.1300,Good,    ,,    ,,    ,
08-02-2010 09:50:47,-1.04,    ,,    ,,19700.0000,Good,112.4000,Good,8.5600,Good,7.7300,Good,11.7100,Good,    ,,25.8600,Good,    ,,    ,,    ,
08-02-2010 09:52:15,-1.52,    ,,    ,,20580.0000,Good,102.2000,Good,7.7500,Good,7.6300,Good,12.2800,Good,    ,,25.9200,Good,    ,,    ,,    ,
08-02-2010 09:53:38,-2.01,    ,,    ,,22770.0000,Good,79.3000,Good,5.9300,Good,7.4300,Good,13.7100,Good,    ,,26.2100,Good,    ,,    ,,    ,
08-02-2010 09:54:52,-2.52,    ,,    ,,23300.0000,Good,68.0000,Good,5.0700,Good,7.3700,Good,14.0600,Good,    ,,26.2900,Good,    ,,    ,,    ,
15-02-2010 09:32:42,-0.20,    ,,    ,,24110.0000,Good,51.7000,Good,3.7400,Good,7.3900,Good,14.5700,Good,    ,,27.9200,Good,    ,,    ,,    ,
15-02-2010 09:33:50,-0.50,    ,,    ,,24210.0000,Good,49.1000,Good,3.5600,Good,7.3800,Good,14.6400,Good,    ,,27.7300,Good,    ,,    ,,    ,
15-02-2010 09:34:00,0.00,-3.0000,Good,20.0000,Good,    ,,    ,,    ,,    ,,    ,,1.8000,Good,    ,,    ,,    ,,0.0000,Good
15-02-2010 09:34:51,-1.01,    ,,    ,,24570.0000,Good,45.9000,Good,3.3300,Good,7.3600,Good,14.8800,Good,    ,,27.6500,Good,    ,,    ,,    ,
15-02-2010 09:35:45,-1.51,    ,,    ,,25970.0000,Good,41.4000,Good,2.9700,Good,7.3300,Good,15.8000,Good,    ,,27.9700,Good,    ,,    ,,    ,
15-02-2010 09:36:47,-2.00,    ,,    ,,26790.0000,Good,41.2000,Good,2.9400,Good,7.3400,Good,16.3500,Good,    ,,28.0700,Good,    ,,    ,,    ,
15-02-2010 09:37:45,-2.50,    ,,    ,,27620.0000,Good,36.3000,Good,2.5800,Good,7.3100,Good,16.9000,Good,    ,,28.1100,Good,    ,,    ,,    ,
15-02-2010 09:38:47,-3.00,    ,,    ,,27870.0000,Good,34.5000,Good,2.4500,Good,7.3100,Good,17.0700,Good,    ,,28.1100,Good,    ,,    ,,    ,
22-02-2010 10:03:00,0.00,-2.3500,Good,1.0000,Good,    ,,    ,,    ,,    ,,    ,,1.3000,Good,    ,,    ,,90.0000,Good,1.0200,Good
22-02-2010 10:03:22,-0.20,    ,,    ,,23770.0000,Good,85.4000,Good,6.3200,Good,7.7500,Good,14.3600,Good,    ,,26.6200,Good,    ,,    ,,    ,
22-02-2010 10:03:52,-0.50,    ,,    ,,23750.0000,Good,84.9000,Good,6.2900,Good,7.7400,Good,14.3400,Good,    ,,26.6100,Good,    ,,    ,,    ,
22-02-2010 10:04:19,-1.00,    ,,    ,,24110.0000,Good,82.5000,Good,6.1100,Good,7.7200,Good,14.5900,Good,    ,,26.5000,Good,    ,,    ,,    ,
22-02-2010 10:05:07,-1.51,    ,,    ,,24390.0000,Good,81.6000,Good,6.0400,Good,7.7100,Good,14.7700,Good,    ,,26.4600,Good,    ,,    ,,    ,
22-02-2010 10:05:46,-2.02,    ,,    ,,25060.0000,Good,68.1000,Good,5.0200,Good,7.6100,Good,15.2200,Good,    ,,26.6400,Good,    ,,    ,,    ,
22-02-2010 10:06:36,-2.41,    ,,    ,,25360.0000,Good,61.6000,Good,4.5200,Good,7.5800,Good,15.4100,Good,    ,,26.8000,Good,    ,,    ,,    ,
02-03-2010 09:58:53,-0.22,    ,,    ,,28340.0000,Good,86.8000,Good,6.2600,Good,7.6300,Good,17.4100,Good,    ,,27.1200,Good,    ,,    ,,    ,
02-03-2010 09:59:00,0.00,-3.0000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,0.0000,Good
02-03-2010 09:59:56,-0.52,    ,,    ,,28450.0000,Good,80.5000,Good,5.8200,Good,7.6000,Good,17.4900,Good,    ,,26.9900,Good,    ,,    ,,    ,
02-03-2010 10:00:32,-1.04,    ,,    ,,28860.0000,Good,61.3000,Good,4.4400,Good,7.4800,Good,17.7700,Good,    ,,26.8500,Good,    ,,    ,,    ,
02-03-2010 10:01:45,-1.52,    ,,    ,,29370.0000,Good,46.2000,Good,3.3300,Good,7.4100,Good,18.1100,Good,    ,,26.9600,Good,    ,,    ,,    ,
02-03-2010 10:02:45,-2.01,    ,,    ,,30200.0000,Good,37.9000,Good,2.7200,Good,7.3900,Good,18.6700,Good,    ,,27.1000,Good,    ,,    ,,    ,
02-03-2010 10:03:43,-2.52,    ,,    ,,30810.0000,Good,33.8000,Good,2.4100,Good,7.3700,Good,19.0800,Good,    ,,27.1800,Good,    ,,    ,,    ,
02-03-2010 10:04:22,-2.76,    ,,    ,,30810.0000,Good,33.1000,Good,2.3600,Good,7.3700,Good,19.0900,Good,    ,,27.1800,Good,    ,,    ,,    ,
08-03-2010 09:35:07,-0.23,    ,,    ,,25880.0000,Good,91.4000,Good,6.9600,Good,7.6700,Good,15.8000,Good,    ,,24.5500,Good,    ,,    ,,    ,
08-03-2010 09:36:00,0.00,-2.0000,Good,10.0000,Good,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,135.0000,Good,1.0200,Good
08-03-2010 09:36:15,-0.52,    ,,    ,,26060.0000,Good,84.3000,Good,6.4300,Good,7.6500,Good,15.9200,Good,    ,,24.4500,Good,    ,,    ,,    ,
08-03-2010 09:37:48,-1.00,    ,,    ,,26830.0000,Good,60.0000,Good,4.5700,Good,7.4900,Good,16.4400,Good,    ,,24.3500,Good,    ,,    ,,    ,
08-03-2010 09:39:01,-1.51,    ,,    ,,27910.0000,Good,35.3000,Good,2.6600,Good,7.3700,Good,17.1600,Good,    ,,24.7200,Good,    ,,    ,,    ,
08-03-2010 09:40:03,-2.00,    ,,    ,,28230.0000,Good,29.7000,Good,2.2300,Good,7.3400,Good,17.3800,Good,    ,,24.9000,Good,    ,,    ,,    ,
08-03-2010 09:40:35,-2.27,    ,,    ,,28250.0000,Good,27.9000,Good,2.0900,Good,7.3400,Good,17.3900,Good,    ,,24.9200,Good,    ,,    ,,    ,
15-03-2010 09:36:50,-0.21,    ,,    ,,33850.0000,Good,90.6000,Good,6.5100,Good,7.8000,Good,21.1900,Good,    ,,26.1200,Good,    ,,    ,,    ,
15-03-2010 09:37:45,-0.50,    ,,    ,,33890.0000,Good,87.1000,Good,6.2600,Good,7.7800,Good,21.2200,Good,    ,,26.1000,Good,    ,,    ,,    ,
15-03-2010 09:38:53,-1.00,    ,,    ,,34070.0000,Good,66.9000,Good,4.8300,Good,7.6700,Good,21.3600,Good,    ,,25.7600,Good,    ,,    ,,    ,
15-03-2010 09:40:17,-1.51,    ,,    ,,34910.0000,Good,41.9000,Good,3.0200,Good,7.5600,Good,21.9400,Good,    ,,25.7100,Good,    ,,    ,,    ,
15-03-2010 09:41:15,-2.01,    ,,    ,,36800.0000,Good,11.6000,Good,0.8300,Good,7.4000,Good,23.2600,Good,    ,,25.6300,Good,    ,,    ,,    ,
15-03-2010 09:41:59,-2.50,    ,,    ,,37510.0000,Good,5.9000,Good,0.4200,Good,7.3800,Good,23.7600,Good,    ,,25.5600,Good,    ,,    ,,    ,
15-03-2010 09:42:00,0.00,    ,,80.0000,Good,    ,,    ,,    ,,    ,,    ,,0.5000,Good,    ,,    ,,135.0000,Good,1.0200,Good
15-03-2010 09:42:22,-2.92,    ,,    ,,37660.0000,Good,4.7000,Good,0.3400,Good,7.3800,Good,23.8600,Good,    ,,25.5400,Good,    ,,    ,,    ,
22-03-2010 09:46:00,0.00,-2.3000,Good,99.0000,Good,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,45.0000,Good,1.0200,Good
29-03-2010 09:55:49,-0.21,    ,,    ,,32730.0000,Good,107.5000,Good,8.1000,Good,7.8300,Good,20.4600,Good,    ,,23.6400,Good,    ,,    ,,    ,
29-03-2010 09:56:00,0.00,-2.5000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.6000,Good,    ,,    ,,45.0000,Good,1.0200,Good
29-03-2010 09:56:52,-0.48,    ,,    ,,32750.0000,Good,104.3000,Good,7.8800,Good,7.8100,Good,20.4800,Good,    ,,23.5000,Good,    ,,    ,,    ,
29-03-2010 09:57:23,-1.01,    ,,    ,,32960.0000,Good,107.1000,Good,8.0700,Good,7.8400,Good,20.6300,Good,    ,,23.5800,Good,    ,,    ,,    ,
29-03-2010 09:58:34,-1.52,    ,,    ,,33240.0000,Good,88.4000,Good,6.6800,Good,7.7200,Good,20.8200,Good,    ,,23.4000,Good,    ,,    ,,    ,
29-03-2010 09:59:08,-2.06,    ,,    ,,33280.0000,Good,88.2000,Good,6.6600,Good,7.7300,Good,20.8400,Good,    ,,23.3900,Good,    ,,    ,,    ,
29-03-2010 10:00:13,-2.52,    ,,    ,,33290.0000,Good,89.3000,Good,6.7400,Good,7.7500,Good,20.8600,Good,    ,,23.4000,Good,    ,,    ,,    ,
06-04-2010 11:29:00,0.00,-3.0000,Good,99.0000,Good,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,0.0000,Good
06-04-2010 11:30:00,-0.22,    ,,    ,,16960.0000,Good,43.0000,Good,3.5600,Good,7.2900,Good,9.9900,Good,    ,,21.8800,Good,    ,,    ,,    ,
06-04-2010 11:30:44,-0.53,    ,,    ,,17520.0000,Good,35.5000,Good,2.9400,Good,7.2600,Good,10.3500,Good,    ,,21.6100,Good,    ,,    ,,    ,
06-04-2010 11:31:26,-1.02,    ,,    ,,17890.0000,Good,31.8000,Good,2.6400,Good,7.2400,Good,10.5900,Good,    ,,21.5000,Good,    ,,    ,,    ,
06-04-2010 11:32:05,-1.52,    ,,    ,,18670.0000,Good,27.5000,Good,2.2700,Good,7.2100,Good,11.0900,Good,    ,,21.7200,Good,    ,,    ,,    ,
06-04-2010 11:32:35,-2.04,    ,,    ,,24930.0000,Good,14.4000,Good,1.1400,Good,7.1300,Good,15.1900,Good,    ,,22.6200,Good,    ,,    ,,    ,
06-04-2010 11:33:14,-3.09,    ,,    ,,26840.0000,Good,6.3000,Good,0.4900,Good,7.1400,Good,16.4700,Good,    ,,22.9100,Good,    ,,    ,,    ,
12-04-2010 09:55:22,-0.24,    ,,    ,,20510.0000,Good,60.7000,Good,5.0000,Good,7.3900,Good,12.2900,Good,    ,,21.3200,Good,    ,,    ,,    ,
12-04-2010 09:56:00,0.00,-3.2000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,225.0000,Good,1.0200,Good
12-04-2010 09:56:08,-0.51,    ,,    ,,20700.0000,Good,59.0000,Good,4.8500,Good,7.3700,Good,12.4100,Good,    ,,21.4200,Good,    ,,    ,,    ,
12-04-2010 09:57:16,-1.00,    ,,    ,,20860.0000,Good,54.5000,Good,4.4700,Good,7.3600,Good,12.5100,Good,    ,,21.4900,Good,    ,,    ,,    ,
12-04-2010 09:58:17,-1.53,    ,,    ,,27070.0000,Good,24.9000,Good,1.9600,Good,7.1700,Good,16.6200,Good,    ,,22.4400,Good,    ,,    ,,    ,
12-04-2010 09:59:12,-2.01,    ,,    ,,31310.0000,Good,5.6000,Good,0.4300,Good,7.1500,Good,19.5000,Good,    ,,22.8400,Good,    ,,    ,,    ,
12-04-2010 10:00:15,-2.73,    ,,    ,,32610.0000,Good,3.4000,Good,0.2600,Good,7.2000,Good,20.3900,Good,    ,,22.9700,Good,    ,,    ,,    ,
19-04-2010 09:39:00,0.00,-3.4000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,    ,,0.0000,Good
19-04-2010 09:39:15,-0.23,    ,,    ,,27450.0000,Good,36.1000,Good,2.8900,Good,7.2800,Good,16.8900,Good,    ,,21.4200,Good,    ,,    ,,    ,
19-04-2010 09:39:49,-0.51,    ,,    ,,27840.0000,Good,35.5000,Good,2.8500,Good,7.2800,Good,17.1600,Good,    ,,21.2500,Good,    ,,    ,,    ,
19-04-2010 09:40:28,-1.01,    ,,    ,,28360.0000,Good,34.7000,Good,2.7800,Good,7.2800,Good,17.5100,Good,    ,,21.3500,Good,    ,,    ,,    ,
19-04-2010 09:41:39,-1.52,    ,,    ,,31310.0000,Good,20.4000,Good,1.6000,Good,7.2400,Good,19.5100,Good,    ,,21.8500,Good,    ,,    ,,    ,
19-04-2010 09:42:53,-2.01,    ,,    ,,35260.0000,Good,5.5000,Good,0.4200,Good,7.2000,Good,22.2400,Good,    ,,22.3200,Good,    ,,    ,,    ,
19-04-2010 09:43:57,-2.52,    ,,    ,,35780.0000,Good,3.4000,Good,0.2600,Good,7.2000,Good,22.6000,Good,    ,,22.3600,Good,    ,,    ,,    ,
19-04-2010 09:44:52,-3.02,    ,,    ,,35870.0000,Good,2.8000,Good,0.2100,Good,7.2100,Good,22.6600,Good,    ,,22.3800,Good,    ,,    ,,    ,
19-04-2010 09:45:29,-3.26,    ,,    ,,36200.0000,Good,2.5000,Good,0.1900,Good,7.2300,Good,22.8900,Good,    ,,22.4100,Good,    ,,    ,,    ,
27-04-2010 10:16:51,-0.21,    ,,    ,,28740.0000,Good,123.0000,Good,10.1800,Good,7.8500,Good,17.7800,Good,    ,,19.4600,Good,    ,,    ,,    ,
27-04-2010 10:17:00,0.00,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,    ,,0.0000,Good
27-04-2010 10:17:41,-0.51,    ,,    ,,28640.0000,Good,126.0000,Good,10.4100,Good,7.8800,Good,17.7100,Good,    ,,19.5200,Good,    ,,    ,,    ,
27-04-2010 10:19:49,-1.00,    ,,    ,,28920.0000,Good,114.8000,Good,9.5100,Good,7.7800,Good,17.9000,Good,    ,,19.3800,Good,    ,,    ,,    ,
27-04-2010 10:21:35,-1.51,    ,,    ,,29200.0000,Good,104.4000,Good,8.6000,Good,7.6900,Good,18.0900,Good,    ,,19.5900,Good,    ,,    ,,    ,
27-04-2010 10:22:57,-2.02,    ,,    ,,29300.0000,Good,99.5000,Good,8.1800,Good,7.6500,Good,18.1600,Good,    ,,19.6900,Good,    ,,    ,,    ,
27-04-2010 10:24:09,-2.52,    ,,    ,,29430.0000,Good,95.9000,Good,7.8600,Good,7.6300,Good,18.2400,Good,    ,,19.7900,Good,    ,,    ,,    ,
27-04-2010 10:25:07,-3.03,    ,,    ,,29450.0000,Good,95.7000,Good,7.8500,Good,7.6300,Good,18.2600,Good,    ,,19.7700,Good,    ,,    ,,    ,
27-04-2010 10:25:50,-3.38,    ,,    ,,29450.0000,Good,95.2000,Good,7.8100,Good,7.6300,Good,18.2600,Good,    ,,19.7600,Good,    ,,    ,,    ,
03-05-2010 09:59:39,-0.21,    ,,    ,,27430.0000,Good,86.3000,Good,7.3100,Good,7.5300,Good,16.9000,Good,    ,,18.5500,Good,    ,,    ,,    ,
03-05-2010 10:01:00,0.00,-3.5000,Good,50.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,    ,,0.0000,Good
03-05-2010 10:01:26,-0.51,    ,,    ,,28780.0000,Good,72.4000,Good,6.0900,Good,7.4300,Good,17.8100,Good,    ,,18.5900,Good,    ,,    ,,    ,
03-05-2010 10:02:19,-1.01,    ,,    ,,29660.0000,Good,65.1000,Good,5.4200,Good,7.3800,Good,18.4100,Good,    ,,18.9100,Good,    ,,    ,,    ,
03-05-2010 10:03:50,-1.52,    ,,    ,,31280.0000,Good,51.6000,Good,4.2200,Good,7.3000,Good,19.5100,Good,    ,,19.5300,Good,    ,,    ,,    ,
03-05-2010 10:04:28,-2.00,    ,,    ,,31520.0000,Good,49.4000,Good,4.0300,Good,7.2900,Good,19.6800,Good,    ,,19.6100,Good,    ,,    ,,    ,
03-05-2010 10:05:18,-2.51,    ,,    ,,31660.0000,Good,47.8000,Good,3.9000,Good,7.2800,Good,19.7700,Good,    ,,19.6500,Good,    ,,    ,,    ,
03-05-2010 10:05:57,-3.00,    ,,    ,,31750.0000,Good,46.3000,Good,3.7600,Good,7.2700,Good,19.8300,Good,    ,,19.7100,Good,    ,,    ,,    ,
03-05-2010 10:06:24,-3.28,    ,,    ,,31770.0000,Good,45.9000,Good,3.7300,Good,7.2700,Good,19.8500,Good,    ,,19.7100,Good,    ,,    ,,    ,
10-05-2010 09:48:00,0.00,-3.1000,Good,80.0000,Good,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,90.0000,Good,2.5500,Good
10-05-2010 09:48:06,-0.20,    ,,    ,,30160.0000,Good,65.7000,Good,5.6300,Good,7.3800,Good,18.7600,Good,    ,,17.3200,Good,    ,,    ,,    ,
10-05-2010 09:49:05,-0.51,    ,,    ,,30090.0000,Good,60.6000,Good,5.2000,Good,7.3500,Good,18.7100,Good,    ,,17.3100,Good,    ,,    ,,    ,
10-05-2010 09:50:05,-1.04,    ,,    ,,30930.0000,Good,51.6000,Good,4.3900,Good,7.3200,Good,19.2800,Good,    ,,17.5700,Good,    ,,    ,,    ,
10-05-2010 09:51:11,-1.51,    ,,    ,,31960.0000,Good,43.5000,Good,3.6500,Good,7.2800,Good,19.9900,Good,    ,,18.0000,Good,    ,,    ,,    ,
10-05-2010 09:52:13,-2.07,    ,,    ,,34100.0000,Good,25.1000,Good,2.0600,Good,7.1800,Good,21.4600,Good,    ,,18.7700,Good,    ,,    ,,    ,
10-05-2010 09:53:12,-2.52,    ,,    ,,35050.0000,Good,12.7000,Good,1.0300,Good,7.1200,Good,22.1200,Good,    ,,19.0800,Good,    ,,    ,,    ,
10-05-2010 09:53:45,-2.81,    ,,    ,,35250.0000,Good,9.5000,Good,0.7700,Good,7.1100,Good,22.2600,Good,    ,,19.1800,Good,    ,,    ,,    ,
17-05-2010 09:52:00,0.00,-3.0000,Good,30.0000,Good,    ,,    ,,    ,,    ,,    ,,0.9000,Good,    ,,    ,,    ,,0.0000,Good
17-05-2010 09:52:14,-0.19,    ,,    ,,31390.0000,Good,56.7000,Good,4.9900,Good,7.3700,Good,19.5900,Good,    ,,15.7300,Good,    ,,    ,,    ,
17-05-2010 09:53:28,-1.06,    ,,    ,,32340.0000,Good,58.1000,Good,5.0500,Good,7.3600,Good,20.2500,Good,    ,,16.2500,Good,    ,,    ,,    ,
17-05-2010 09:54:00,-1.49,    ,,    ,,32470.0000,Good,53.1000,Good,4.6000,Good,7.3200,Good,20.3300,Good,    ,,16.2900,Good,    ,,    ,,    ,
17-05-2010 09:54:25,-2.00,    ,,    ,,32580.0000,Good,48.7000,Good,4.2200,Good,7.2900,Good,20.4100,Good,    ,,16.2800,Good,    ,,    ,,    ,
17-05-2010 09:54:49,-2.50,    ,,    ,,32600.0000,Good,46.5000,Good,4.0300,Good,7.2800,Good,20.4300,Good,    ,,16.2800,Good,    ,,    ,,    ,
17-05-2010 09:55:34,-2.96,    ,,    ,,32610.0000,Good,45.5000,Good,3.9400,Good,7.2800,Good,20.4300,Good,    ,,16.2900,Good,    ,,    ,,    ,
24-05-2010 09:59:17,-0.22,    ,,    ,,19460.0000,Good,52.2000,Good,4.8000,Good,6.9900,Good,11.6200,Good,    ,,16.0800,Good,    ,,    ,,    ,
24-05-2010 10:00:58,-0.51,    ,,    ,,24050.0000,Good,43.3000,Good,3.8500,Good,6.9700,Good,14.6400,Good,    ,,16.7700,Good,    ,,    ,,    ,
24-05-2010 10:01:00,0.00,-3.2000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,0.9000,Good,    ,,    ,,    ,,0.0000,Good
24-05-2010 10:03:14,-1.02,    ,,    ,,27050.0000,Good,37.8000,Good,3.3100,Good,6.9800,Good,16.6500,Good,    ,,16.8700,Good,    ,,    ,,    ,
24-05-2010 10:04:35,-1.52,    ,,    ,,29810.0000,Good,30.2000,Good,2.6100,Good,6.9500,Good,18.5200,Good,    ,,16.9500,Good,    ,,    ,,    ,
24-05-2010 10:05:45,-2.01,    ,,    ,,34730.0000,Good,18.7000,Good,1.5800,Good,6.8900,Good,21.9000,Good,    ,,17.1400,Good,    ,,    ,,    ,
24-05-2010 10:07:14,-2.51,    ,,    ,,35820.0000,Good,12.2000,Good,1.0200,Good,6.8800,Good,22.6600,Good,    ,,17.2300,Good,    ,,    ,,    ,
24-05-2010 10:08:34,-3.02,    ,,    ,,36330.0000,Good,9.9000,Good,0.8300,Good,6.8800,Good,23.0200,Good,    ,,17.2600,Good,    ,,    ,,    ,
31-05-2010 10:10:25,-0.23,    ,,    ,,18480.0000,Good,57.1000,Good,5.4400,Good,7.2700,Good,10.9900,Good,    ,,14.4900,Good,    ,,    ,,    ,
