"Site Ref","Program Site Ref","Collect Time","Collect Date","Collect Month","Collect Year","Program Code","Sample Number","Sample Type","Sampling Number","Primary CoC Number","Collection Method","Data Category","Depth measuring point","Sample Depth(s) (m)","Sample Depth (m)","Sample Depth To (m)","Comments","Security Level","Salin Sign","Salinity (ppt)","Salin Qual | Status","Cond Sign","Cond @ 25 deg C (uS/cm)","Cond Qual | Status","Temp Sign","Temperature (deg C)","Temp Qual | Status","DOconc Sign","O2-{DO conc} (mg/L)","DOconc Qual | Status","DO% Sign","O2-{DO %sat} (%)","DO% Qual | Status","pH Sign","pH (no units)","pH Qual | Status","Turb Sign","Turbidity (NTU)","Turb Qual | Status","Secchi Sign","Secchi depth (m)","Secchi Qual | Status","BotDep Sign","Bottom Depth (m)","BotDep Qual | Status","TN Sign","N (tot) {TN pTN} (ug/L)","TN Qual | Status","NOx-N Sign","N (sum sol ox) {NOx-N TON} (ug/L)","NOx-N Qual | Status","NH3/4-N Sign","NH3-N/NH4-N (sol) (ug/L)","NH3/4-N Qual | Status","DON Sign","N (sum sol org) {DON} (ug/L)","DON Qual | Status","TKN Sign","N (tot kjel) {TKN} (ug/L)","TKN Qual | Status","NO2-N Sign","NO2-N (sol) (ug/L)","NO2-N Qual | Status","NO3-N Sign","NO3-N (sol) (ug/L)","NO3-N Qual | Status","TP Sign","P (tot) {TP pTP} (ug/L)","TP Qual | Status","FRP Sign","PO4-P (sol react) {SRP FRP} (ug/L)","FRP Qual | Status","AlkTot Sign","Alkalinity (tot) (CaCO3) (ug/L)","AlkTot Qual | Status","DOC Sign","C (sol org) {DOC DOC as NPOC} (ug/L)","DOC Qual | Status","SiO2 Sign","SiO2 (sol react) (ug/L)","SiO2 Qual | Status","SiO2-Si Sign","SiO2-Si (sol react) (ug/L)","SiO2-Si Qual | Status","TSS Sign","Suspended Solids (Total) {TSS} (mg/L)","TSS Qual | Status","Chla(Lab) Sign","Chlorophyll a (by vol) (mg/L)","Chla(Lab) Qual | Status","Chlb(Lab) Sign","Chlorophyll b (by vol) (mg/L)","Chlb(Lab) Qual | Status","Chlc(Lab) Sign","Chlorophyll c (by vol) (mg/L)","Chlc(Lab) Qual | Status","ChlSmplVol Sign","Chlorophyll sample volume (mL)","ChlSmplVol Qual | Status","PhaeoA Sign","Phaeophytin a (by vol) (mg/L)","PhaeoA Qual | Status","Chl ug/L Sign","Chlorophyll a (in situ) (ug/L)","Chl ug/L Qual | Status","Chl RFU Sign","Chlorophyll a (in situ) (RFU)","Chl RFU Qual | Status","BGA-PC ug/L Sign","Phycocyanin (insitu) {BGA-PC} (ug/L)","BGA-PC ug/L Qual | Status","BGA-PC RFU Sign","Phycocyanin (insitu) {BGA-PC} (RFU)","BGA-PC RFU Qual | Status","Null reading","Cloud Sign","Cloud cover (%)","Cloud Qual | Status","Flow status","Tide status","WL SLE Sign","Water level (SLE) (m)","WL SLE Qual | Status","Wind Dir Sign","Wind direction (°)","Wind Dir Qual | Status","Wind Spd Sign","Wind speed (knot)","Wind Spd Qual | Status"
"6164393","KS9","12:01:50 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0269","501956","Insitu","Instrument log","Water surface level","4.4","4.4","","","Unrestricted","","0.44","Good | Active","","906","Good | Active","","24.311","Good | Active","","9.83","Good | Active","","117.8","Good | Active","","7.63","Good | Active","","5.67","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.14","Uncalibrated | Deactivated","","4","Uncalibrated | Deactivated","","0.38","Good | Deactivated","","0.44","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:02:10 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0270","501956","Insitu","Instrument log","Water surface level","4","4","","","Unrestricted","","0.44","Good | Active","","906","Good | Active","","24.318","Good | Active","","9.82","Good | Active","","117.7","Good | Active","","7.61","Good | Active","","5.58","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","Uncalibrated | Deactivated","","3.04","Uncalibrated | Deactivated","","0.38","Good | Deactivated","","0.44","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:02:23 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0271","501956","Insitu","Instrument log","Water surface level","3.5","3.5","","","Unrestricted","","0.44","Good | Active","","906","Good | Active","","24.317","Good | Active","","9.89","Good | Active","","118.5","Good | Active","","7.59","Good | Active","","5.52","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.59","Uncalibrated | Deactivated","","3.36","Uncalibrated | Deactivated","","0.4","Good | Deactivated","","0.46","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:02:53 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0272","501956","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","0.44","Good | Active","","905","Good | Active","","24.325","Good | Active","","9.9","Good | Active","","118.6","Good | Active","","7.57","Good | Active","","5.33","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.24","Uncalibrated | Deactivated","","2.53","Uncalibrated | Deactivated","","0.41","Good | Deactivated","","0.47","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:03:10 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0273","501956","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","0.44","Good | Active","","905","Good | Active","","24.328","Good | Active","","9.9","Good | Active","","118.7","Good | Active","","7.55","Good | Active","","5.23","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.64","Uncalibrated | Deactivated","","3.87","Uncalibrated | Deactivated","","0.41","Good | Deactivated","","0.47","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:03:21 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0274","501956","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","0.44","Good | Active","","905","Good | Active","","24.34","Good | Active","","9.93","Good | Active","","119","Good | Active","","7.55","Good | Active","","5.12","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.34","Uncalibrated | Deactivated","","3.06","Uncalibrated | Deactivated","","0.43","Good | Deactivated","","0.49","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:03:40 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0275","501956","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","0.44","Good | Active","","904","Good | Active","","24.407","Good | Active","","9.83","Good | Active","","117.9","Good | Active","","7.54","Good | Active","","4.92","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","Uncalibrated | Deactivated","","3.22","Uncalibrated | Deactivated","","0.55","Good | Deactivated","","0.61","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:03:56 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0276","501956","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","0.44","Good | Active","","904","Good | Active","","24.544","Good | Active","","9.93","Good | Active","","119.4","Good | Active","","7.54","Good | Active","","4.75","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.44","Uncalibrated | Deactivated","","3.82","Uncalibrated | Deactivated","","0.56","Good | Deactivated","","0.62","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:04:12 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501956-LOG-0277","501956","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","0.44","Good | Active","","906","Good | Active","","24.662","Good | Active","","10.16","Good | Active","","122.5","Good | Active","","7.55","Good | Active","","4.7","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.21","Uncalibrated | Deactivated","","3.02","Uncalibrated | Deactivated","","0.58","Good | Deactivated","","0.63","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","12:04:43 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501956-LOG-0278","501956","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","0.44","Good | Active","","905","Good | Active","","24.979","Good | Active","","10.43","Good | Active","","126.4","Good | Active","","7.56","Good | Active","","4.61","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.17","Uncalibrated | Deactivated","","3.01","Uncalibrated | Deactivated","","0.51","Good | Deactivated","","0.57","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:23:03 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501966-LOG-0268","501966","Insitu","Instrument log","Water surface level","5.2","5.2","","","Unrestricted","","0.45","Good | Active","","923","Good | Active","","24.308","Good | Active","","11.02","Good | Active","","132","Good | Active","","7.7","Good | Active","","8.36","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.39","Uncalibrated | Deactivated","","2.82","Uncalibrated | Deactivated","","0.45","Good | Deactivated","","0.51","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:23:30 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501966-LOG-0269","501966","Insitu","Instrument log","Water surface level","4.9","4.9","","","Unrestricted","","0.45","Good | Active","","923","Good | Active","","24.311","Good | Active","","11.09","Good | Active","","132.8","Good | Active","","7.6","Good | Active","","6.64","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.72","Uncalibrated | Deactivated","","2.65","Uncalibrated | Deactivated","","0.48","Good | Deactivated","","0.54","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:23:59 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0270","501966","Insitu","Instrument log","Water surface level","4.5","4.5","","","Unrestricted","","0.45","Good | Active","","923","Good | Active","","24.332","Good | Active","","11.15","Good | Active","","133.6","Good | Active","","7.55","Good | Active","","4.97","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.13","Uncalibrated | Deactivated","","2.51","Uncalibrated | Deactivated","","0.38","Good | Deactivated","","0.44","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:24:23 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0271","501966","Insitu","Instrument log","Water surface level","4","4","","","Unrestricted","","0.45","Good | Active","","922","Good | Active","","24.338","Good | Active","","11.21","Good | Active","","134.3","Good | Active","","7.51","Good | Active","","4.82","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.91","Uncalibrated | Deactivated","","3.94","Uncalibrated | Deactivated","","0.41","Good | Deactivated","","0.47","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:24:40 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0272","501966","Insitu","Instrument log","Water surface level","3.5","3.5","","","Unrestricted","","0.45","Good | Active","","922","Good | Active","","24.347","Good | Active","","11.26","Good | Active","","135","Good | Active","","7.49","Good | Active","","5.01","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.98","Uncalibrated | Deactivated","","4.7","Uncalibrated | Deactivated","","0.49","Good | Deactivated","","0.55","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:24:59 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0273","501966","Insitu","Instrument log","Water surface level","3","3","","","Unrestricted","","0.45","Good | Active","","921","Good | Active","","24.354","Good | Active","","11.32","Good | Active","","135.8","Good | Active","","7.46","Good | Active","","5.03","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.03","Uncalibrated | Deactivated","","2.73","Uncalibrated | Deactivated","","0.43","Good | Deactivated","","0.49","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:25:30 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0274","501966","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","0.45","Good | Active","","922","Good | Active","","24.36","Good | Active","","11.35","Good | Active","","136.1","Good | Active","","7.44","Good | Active","","4.74","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.91","Uncalibrated | Deactivated","","3.2","Uncalibrated | Deactivated","","0.43","Good | Deactivated","","0.49","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:25:49 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0275","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","0.45","Good | Active","","921","Good | Active","","24.378","Good | Active","","11.43","Good | Active","","137.1","Good | Active","","7.43","Good | Active","","4.79","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.34","Uncalibrated | Deactivated","","2.56","Uncalibrated | Deactivated","","0.44","Good | Deactivated","","0.5","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:26:00 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-FLD-0031","501966","Insitu","Field obs / rdgs","Water surface level","","","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","0.8","Good | Active","","5.4","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Good | Active","Stationary or Static","No tidal influence","","","","","180","Good | Active","","5.8","Good | Active"
"6164393","KS9","11:26:05 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0276","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","0.45","Good | Active","","921","Good | Active","","24.455","Good | Active","","11.46","Good | Active","","137.7","Good | Active","","7.42","Good | Active","","4.72","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.83","Uncalibrated | Deactivated","","4.17","Uncalibrated | Deactivated","","0.5","Good | Deactivated","","0.56","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:26:20 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0277","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","0.45","Good | Active","","921","Good | Active","","24.534","Good | Active","","11.65","Good | Active","","140.1","Good | Active","","7.42","Good | Active","","4.78","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","Uncalibrated | Deactivated","","3.19","Uncalibrated | Deactivated","","0.51","Good | Deactivated","","0.57","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:26:48 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0278","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","0.45","Good | Active","","922","Good | Active","","24.716","Good | Active","","11.79","Good | Active","","142.3","Good | Active","","7.43","Good | Active","","4.55","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.35","Uncalibrated | Deactivated","","3.55","Uncalibrated | Deactivated","","0.56","Good | Deactivated","","0.62","Good | Deactivated","","","","","","","","","","","","","","",""
"6164393","KS9","11:27:05 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0279","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","0.45","Good | Active","","922","Good | Active","","25.188","Good | Active","","11.55","Good | Active","","140.6","Good | Active","","7.43","Good | Active","","4.01","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.87","Uncalibrated | Deactivated","","2.2","Uncalibrated | Deactivated","","0.39","Good | Deactivated","","0.45","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","12:10:15 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0279","501956","Insitu","Instrument log","Water surface level","2.3","2.3","","","Unrestricted","","0.44","Good | Active","","904","Good | Active","","24.232","Good | Active","","6.86","Good | Active","","82.1","Good | Active","","7.8","Good | Active","","15.56","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06","Uncalibrated | Deactivated","","2.24","Uncalibrated | Deactivated","","0.35","Good | Deactivated","","0.41","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","12:10:27 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501956-LOG-0280","501956","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","0.44","Good | Active","","903","Good | Active","","24.24","Good | Active","","6.88","Good | Active","","82.3","Good | Active","","7.75","Good | Active","","8.42","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.86","Uncalibrated | Deactivated","","2.44","Uncalibrated | Deactivated","","0.37","Good | Deactivated","","0.43","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","12:10:54 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0281","501956","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","0.44","Good | Active","","901","Good | Active","","24.269","Good | Active","","7.7","Good | Active","","92.1","Good | Active","","7.69","Good | Active","","3.33","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21","Uncalibrated | Deactivated","","1.78","Uncalibrated | Deactivated","","0.32","Good | Deactivated","","0.38","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","12:11:10 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0282","501956","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","0.44","Good | Active","","901","Good | Active","","24.306","Good | Active","","8.34","Good | Active","","99.9","Good | Active","","7.67","Good | Active","","3.22","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.78","Uncalibrated | Deactivated","","2.17","Uncalibrated | Deactivated","","0.32","Good | Deactivated","","0.38","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","12:11:24 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501956-LOG-0283","501956","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","0.44","Good | Active","","901","Good | Active","","24.408","Good | Active","","8.76","Good | Active","","105.2","Good | Active","","7.65","Good | Active","","3.31","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.07","Uncalibrated | Deactivated","","2.74","Uncalibrated | Deactivated","","0.4","Good | Deactivated","","0.46","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","12:11:46 PM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501956-LOG-0284","501956","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","0.44","Good | Active","","902","Good | Active","","24.709","Good | Active","","9.73","Good | Active","","117.4","Good | Active","","7.63","Good | Active","","3.2","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.12","Uncalibrated | Deactivated","","3","Uncalibrated | Deactivated","","0.43","Good | Deactivated","","0.49","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","11:34:54 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501966-LOG-0280","501966","Insitu","Instrument log","Water surface level","2.5","2.5","","","Unrestricted","","0.45","Good | Active","","924","Good | Active","","24.385","Good | Active","","9.21","Good | Active","","110.5","Good | Active","","7.62","Good | Active","","5.28","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.37","Uncalibrated | Deactivated","","2.57","Uncalibrated | Deactivated","","0.4","Good | Deactivated","","0.46","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","11:35:23 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501966-LOG-0281","501966","Insitu","Instrument log","Water surface level","2.2","2.2","","","Unrestricted","","0.45","Good | Active","","924","Good | Active","","24.392","Good | Active","","9.25","Good | Active","","111","Good | Active","","7.56","Good | Active","","4.04","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.71","Uncalibrated | Deactivated","","2.4","Uncalibrated | Deactivated","","0.39","Good | Deactivated","","0.45","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","11:35:41 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0282","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","0.45","Good | Active","","923","Good | Active","","24.396","Good | Active","","9.25","Good | Active","","111","Good | Active","","7.54","Good | Active","","4.48","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.96","Uncalibrated | Deactivated","","2.46","Uncalibrated | Deactivated","","0.35","Good | Deactivated","","0.41","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","11:36:00 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-FLD-0032","501966","Insitu","Field obs / rdgs","Water surface level","","","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","0.9","Good | Active","","2.7","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Good | Active","Stationary or Static","No tidal influence","","","","","90","Good | Active","","3.4","Good | Active"
"6164568","PAC","11:36:02 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0283","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","0.45","Good | Active","","924","Good | Active","","24.413","Good | Active","","9.38","Good | Active","","112.6","Good | Active","","7.51","Good | Active","","4.22","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.67","Uncalibrated | Deactivated","","2.39","Uncalibrated | Deactivated","","0.41","Good | Deactivated","","0.47","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","11:36:20 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0284","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","0.45","Good | Active","","924","Good | Active","","24.443","Good | Active","","10.28","Good | Active","","123.5","Good | Active","","7.5","Good | Active","","3.93","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.34","Uncalibrated | Deactivated","","2.56","Uncalibrated | Deactivated","","0.39","Good | Deactivated","","0.45","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","11:36:37 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0285","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","0.45","Good | Active","","924","Good | Active","","24.688","Good | Active","","10.61","Good | Active","","127.9","Good | Active","","7.49","Good | Active","","3.31","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.61","Uncalibrated | Deactivated","","2.63","Uncalibrated | Deactivated","","0.38","Good | Deactivated","","0.44","Good | Deactivated","","","","","","","","","","","","","","",""
"6164568","PAC","11:36:57 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0286","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","0.45","Good | Active","","924","Good | Active","","24.947","Good | Active","","10.56","Good | Active","","128","Good | Active","","7.48","Good | Active","","3.16","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.75","Uncalibrated | Deactivated","","2.16","Uncalibrated | Deactivated","","0.37","Good | Deactivated","","0.43","Good | Deactivated","","","","","","","","","","","","","","",""
"6165318","SCB2","9:26:00 AM","27/02/2024","2","2024","SG-E-SCESTUARY","202480486","Standard sample (Bottom)","501956-LAB-0052","501956","Grab sample","Laboratory results","Water surface level","2.5","2.5","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360","Good | Active","","23","Good | Active","","47","Good | Active","","290","Good | Active","","340","Good | Active","","","","","","","","46","Good | Active","","28","Good | Active","","","","","","","","","","","2100","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6165318","SCB2","9:26:18 AM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0204","501956","Insitu","Instrument log","Water surface level","4.5","4.5","","Erroneous BGA removed.","Unrestricted","","38.82","Good | Active","","58153","Good | Active","","24.627","Good | Active","","5.61","Good | Active","","84.1","Good | Active","","7.73","Good | Active","","1.64","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92","Uncalibrated | Deactivated","","0.72","Uncalibrated | Deactivated","","","","","0.05","Good | Deactivated","","","","","","","","","","","","","","",""
